mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	3	10	10	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	37							
4	3	11	11	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	38							
4	3	12	12	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	39							
4	3	13	13	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	40							
5	4	14	14	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	41							
5	4	29/2	29/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	42							
5	4	15	15	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	43							
5	4	31/2	31/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	44							
5	4	16	16	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	45							
5	4	17	17	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	46							
5	4	14	14	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	47							
5	4	16	16	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	48							
5	4	17	17	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	49							
5	4	14	14	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	50							
5	4	15	15	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	51							
5	4	16	16	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	52							
5	4	33/2	33/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	53							
5	4	17	17	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	54							
5	4	35/2	35/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	55							
6	5	18	18	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	56							
6	5	19	19	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	57							
6	5	39/2	39/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	58							
6	5	20	20	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	59							
6	5	21	21	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	60							
6	5	18	18	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	61							
6	5	19	19	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	62							
6	5	39/2	39/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	63							
6	5	20	20	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	64							
6	5	21	21	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	65							
6	5	18	18	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	66							
6	5	37/2	37/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	67							
6	5	19	19	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	68							
6	5	39/2	39/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	69							
6	5	20	20	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	70							
6	5	41/2	41/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	71							
6	5	21	21	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	72							
6	5	43/2	43/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	73							
7	6	22	22	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	74							
7	6	23	23	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	75							
7	6	47/2	47/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	76							
7	6	24	24	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	77							
7	6	49/2	49/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	78							
7	6	25	25	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	79							
7	6	51/2	51/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	80							
7	6	22	22	4.0	0	0	Chord	2/2	1	2	1	1	1	81							
7	6	22	22	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	82							
7	6	45/2	45/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	83							
7	6	23	23	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	84							
7	6	47/2	47/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	85							
7	6	24	24	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	86							
7	6	25	25	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	87							
8	7	26	26	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	88							
8	7	53/2	53/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	89							
8	7	27	27	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	90							
8	7	28	28	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	91							
8	7	57/2	57/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	92							
8	7	29	29	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	93							
8	7	59/2	59/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	94							
8	7	26	26	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	95							
8	7	27	27	2.0	1/4	1/4	Chord	2/2	1	2	1/2	1/2	1	96							
8	7	29	29	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	97							
8	7	26	26	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	98							
8	7	27	27	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	99							0
8	7	55/2	55/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	100							0
8	7	28	28	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	101							
8	7	29	29	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	102							
9	8	30	30	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	103							
9	8	30	30	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	104							
9	8	30	30	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	105							
10	8	32	32	1.0	0	1/2	Chord	2/2	1	1	1/4	1/4	1	106							
10	8	33	33	1.0	1/4	3/4	Chord	2/2	1	1	1/4	1/4	1	107							
10	8	32	32	1.0	0	1/2	Chord	2/2	2	1	1/4	1/4	1	108							
10	8	33	33	1.0	1/4	3/4	Chord	2/2	2	1	1/4	1/4	1	109							
11	9	34	34	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	110							
11	9	36	36	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	111							
11	9	73/2	73/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	112							
11	9	37	37	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	113							
11	9	75/2	75/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	114							
11	9	34	34	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	115							
11	9	69/2	69/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	116							
11	9	35	35	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	117							
11	9	71/2	71/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	118							
11	9	36	36	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	119							
11	9	37	37	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	120							
12	10	38	38	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	121							
12	10	39	39	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	122							
12	10	40	40	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	123							
12	10	41	41	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	124							
12	10	38	38	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	125							
12	10	77/2	77/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	126							
12	10	39	39	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	127							
12	10	79/2	79/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	128							
12	10	40	40	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	129							
12	10	81/2	81/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	130							
12	10	41	41	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	131							
12	10	83/2	83/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	132							
13	11	42	42	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	133							
13	11	43	43	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	134							
13	11	87/2	87/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	135							
13	11	44	44	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	136							
13	11	45	45	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	137							
13	11	42	42	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	138							
13	11	85/2	85/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	139							
13	11	43	43	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	140							
13	11	87/2	87/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	141							
13	11	44	44	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	142							
13	11	89/2	89/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	143							
13	11	45	45	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	144							
13	11	91/2	91/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	145							
14	12	46	46	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	146							
14	12	48	48	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	147							
14	12	97/2	97/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	148							
14	12	49	49	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	149							
14	12	99/2	99/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	150							
14	12	48	48	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	151							
14	12	49	49	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	152							
14	12	46	46	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	153							
14	12	47	47	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	154							
15	13	50	50	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	155							
15	13	101/2	101/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	156							
15	13	51	51	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	157							
15	13	103/2	103/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	158							
15	13	52	52	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	159							
15	13	105/2	105/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	160							
15	13	53	53	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	161							
15	13	107/2	107/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	162							
15	13	50	50	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	163							
15	13	51	51	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	164							
15	13	103/2	103/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	165							
15	13	52	52	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	166							
15	13	53	53	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	167							
16	14	54	54	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	168							
16	14	109/2	109/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	169							
16	14	55	55	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	170							
16	14	111/2	111/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	171							
16	14	56	56	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	172							
16	14	113/2	113/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	173							
16	14	57	57	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	174							
16	14	115/2	115/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	175							
16	14	54	54	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	176							
16	14	55	55	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	177							
16	14	111/2	111/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	178							
16	14	56	56	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	179							
16	14	57	57	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	180							
17	15	58	58	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	181							
17	15	117/2	117/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	182							
17	15	59	59	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	183							
17	15	60	60	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	184							
17	15	61	61	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	185							
17	15	123/2	123/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	186							
17	15	60	60	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	187							
17	15	61	61	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	188							
17	15	58	58	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	189							
17	15	117/2	117/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	190							
17	15	59	59	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	191							
17	15	119/2	119/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	192							
17	15	60	60	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	193							
17	15	61	61	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	194							
18	16	62	62	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	195							
18	16	64	64	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	196							
18	16	65	65	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	197							
18	16	62	62	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	198							
18	16	64	64	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	199							
18	16	65	65	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	200							
18	16	62	62	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	201							
18	16	63	63	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	202							
18	16	64	64	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	203							
18	16	129/2	129/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	204							
18	16	65	65	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	205							
18	16	131/2	131/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	206							
19	17	66	66	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	207							
19	17	68	68	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	208							
19	17	137/2	137/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	209							
19	17	69	69	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	210							
19	17	139/2	139/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	211							
19	17	66	66	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	212							
19	17	66	66	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	213							
19	17	133/2	133/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	214							
19	17	67	67	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	215							
19	17	135/2	135/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	216							
19	17	68	68	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	217							
19	17	137/2	137/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	218							
19	17	69	69	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	219							
19	17	139/2	139/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	220							
20	18	72	72	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	221							
20	18	145/2	145/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	222							
20	18	73	73	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	223							
20	18	147/2	147/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	224							
20	18	70	70	0.5	0	0	Chord	2/2	1	2	1/8	1/8	1	225							
20	18	141/2	141/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	226							
20	18	71	71	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	227							
20	18	70	70	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	228							
20	18	141/2	141/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	229							
20	18	71	71	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	230							
20	18	143/2	143/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	231							
20	18	72	72	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	232							
20	18	145/2	145/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	233							
20	18	73	73	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	234							
20	18	147/2	147/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	235							
21	19	74	74	0.5	0	0	Chord	2/2	1	2	1/8	1/8	1	236							
21	19	149/2	149/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	237							
21	19	75	75	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	238							
21	19	151/2	151/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	239							
21	19	76	76	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	240							
21	19	153/2	153/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	241							
21	19	77	77	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	242							
21	19	155/2	155/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	243							
21	19	74	74	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	244							
21	19	149/2	149/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	245							
21	19	75	75	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	246							
21	19	151/2	151/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	247							
21	19	76	76	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	248							
21	19	153/2	153/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	249							
21	19	77	77	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	250							
21	19	155/2	155/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	251							
22	20	78	78	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	252							
22	20	80	80	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	253							
22	20	81	81	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	254							
22	20	78	78	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	255							
22	20	80	80	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	256							
22	20	81	81	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	257							
22	20	78	78	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	258							
22	20	157/2	157/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	259							
22	20	79	79	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	260							
22	20	159/2	159/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	261							
22	20	80	80	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	262							
22	20	161/2	161/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	263							
22	20	81	81	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	264							
22	20	163/2	163/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	265							
23	21	82	82	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	266							
23	21	83	83	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	267							
23	21	167/2	167/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	268							
23	21	84	84	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	269							
23	21	85	85	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	270							
23	21	82	82	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	271							
23	21	84	84	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	272							
23	21	85	85	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	273							
23	21	82	82	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	274							
23	21	165/2	165/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	275							
23	21	83	83	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	276							
23	21	167/2	167/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	277							
23	21	84	84	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	278							
23	21	169/2	169/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	279							
23	21	85	85	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	280							
23	21	171/2	171/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	281							
24	22	86	86	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	282							
24	22	87	87	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	283							
24	22	175/2	175/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	284							
24	22	88	88	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	285							
24	22	177/2	177/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	286							
24	22	89	89	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	287							
24	22	179/2	179/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	288							
24	22	86	86	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	289							
24	22	88	88	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	290							
24	22	86	86	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	291							
24	22	173/2	173/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	292							
24	22	87	87	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	293							
24	22	175/2	175/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	294							
24	22	88	88	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	295							
24	22	177/2	177/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	296							
24	22	89	89	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	297							
24	22	179/2	179/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	298							
25	23	90	90	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	299							
25	23	181/2	181/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	300							
