mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
13	12	91/2	99/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	289						
13	12	46	50	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	290						
13	12	93/2	101/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	291						
13	12	47	51	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	292						
13	12	95/2	103/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	293						
14	13	48	52	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	294						
14	13	193/4	209/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	295						
14	13	97/2	105/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	296						
14	13	195/4	211/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	297						
14	13	49	53	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	298						
14	13	99/2	107/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	299						
14	13	50	54	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	300						
14	13	201/4	217/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	301						
14	13	101/2	109/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	302						
14	13	203/4	219/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	303						
14	13	51	55	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	304						
14	13	205/4	221/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	305						
14	13	103/2	111/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	306						
14	13	207/4	223/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	307						
14	13	48	52	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	308						
14	13	193/4	209/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	309						
14	13	97/2	105/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	310						
14	13	195/4	211/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	311						
14	13	49	53	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	312						
14	13	197/4	213/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	313						
14	13	99/2	107/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	314						
14	13	50	54	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	315						
14	13	101/2	109/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	316						
14	13	51	55	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	317						
14	13	103/2	111/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	318						
14	13	207/4	223/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	319						
15	14	52	56	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	320						
15	14	209/4	225/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	321						
15	14	105/2	113/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	322						
15	14	211/4	227/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	323						
15	14	53	57	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	324						
15	14	213/4	229/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	325						
15	14	107/2	115/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	326						
15	14	215/4	231/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	327						
15	14	54	58	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	328						
15	14	217/4	233/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	329						
15	14	109/2	117/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	330						
15	14	219/4	235/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	331						
15	14	55	59	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	332						
15	14	221/4	237/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	333						
15	14	111/2	119/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	334						
15	14	223/4	239/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	335						
15	14	52	56	0.75		0	0	Chord	4/4	2	1	3/16	1/8	3/2	336						
15	14	211/4	227/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	337						
15	14	53	57	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	338						
15	14	213/4	229/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	339						
15	14	107/2	115/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	340						
15	14	215/4	231/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	341						
15	14	54	58	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	342						
15	14	217/4	233/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	343						
15	14	109/2	117/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	344						
15	14	219/4	235/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	345						
15	14	55	59	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	346						
15	14	221/4	237/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	347						
15	14	111/2	119/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	348						
15	14	223/4	239/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	349						
16	15	56	60	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	350						
16	15	225/4	241/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	351						
16	15	113/2	121/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	352						
16	15	57	61	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	353						
16	15	229/4	245/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	354						
16	15	115/2	123/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	355						
16	15	231/4	247/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	356						
16	15	58	62	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	357						
16	15	233/4	249/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	358						
16	15	117/2	125/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	359						
16	15	59	63	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	360						
16	15	237/4	253/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	361						
16	15	119/2	127/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	362						
16	15	239/4	255/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	363						
16	15	56	60	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	364						
16	15	225/4	241/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	365						
16	15	113/2	121/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	366						
16	15	227/4	243/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	367						
16	15	57	61	0.25		1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	368						
16	15	229/4	245/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	369						
16	15	115/2	123/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	370						
16	15	231/4	247/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	371						
16	15	58	62	0.25		1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	372						
16	15	233/4	249/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	373						
16	15	117/2	125/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	374						
16	15	235/4	251/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	375						
16	15	59	63	0.25		3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	376						
16	15	237/4	253/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	377						
16	15	119/2	127/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	378						
16	15	239/4	255/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	379						
17	16	60	64	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	380						
17	16	241/4	257/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	381						
17	16	121/2	129/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	382						
17	16	243/4	259/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	383						
17	16	61	65	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	384						
17	16	123/2	131/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	385						
17	16	247/4	263/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	386						
17	16	62	66	2.0		1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	387						
17	16	60	64	0.25		0	0	Chord	4/4	2	1	1/16	1/16	1	388						
17	16	241/4	257/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	389						
17	16	121/2	129/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	390						
17	16	243/4	259/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	391						
17	16	61	65	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	392						
17	16	123/2	131/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	393						
17	16	62	66	2.0		1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	394						
