mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	4	11	11	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	32								
4	4	23/2	23/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	33								
4	4	9	9	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	34	ornamentShortTrill							
4	4	10	10	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	35								
5	5	12	12	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	36								
5	5	13	13	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	37								
5	5	14	14	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	38								
5	5	12	12	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	39								
5	5	25/2	25/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	40								
5	5	13	13	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	41								
5	5	27/2	27/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	42								
5	5	14	14	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	43								
5	5	29/2	29/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	44								
6	6	15	15	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	45								
6	6	16	16	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	46								
6	6	31/2	31/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	47								
6	6	16	16	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	48								
6	6	33/2	33/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	49								
6	6	17	17	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	50								
6	6	15	15	2.0		0	0	Chord	3/4	2	2	1/2		1/2	1	51								
6	6	35/2	35/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	52								
7	7	18	18	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	53								
7	7	19	19	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	54								
7	7	39/2	39/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	55								
7	7	20	20	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	56								
7	7	41/2	41/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	57								
7	7	37/2	37/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	58								
7	7	19	19	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	59								
7	7	39/2	39/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	60								
7	7	20	20	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	61								
7	7	41/2	41/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	62								
7	7	18	18	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	63								
8	8		21	3.0	1	0	0	Chord	3/4	1	1	3/4		1/2	3/2	64	ornamentShortTrill							
8	8		21	3.0	1	0	0	Chord	3/4	1	2	3/4		1/2	3/2	65								
8	8		43/2	0.5	1	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	66								
8	8		22	0.5	1	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	67								
8	8		45/2	0.5	1	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	68								
8	8		23	0.5	1	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	69								
8	8		47/2	0.5	1	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	70								
9	8	21	24	3.0	2	0	0	Chord	3/4	1	1	3/4		1/2	3/2	71	ornamentShortTrill							
9	8	21	24	3.0	2	0	0	Chord	3/4	1	2	3/4		1/2	3/2	72								
9	8	43/2	49/2	0.5	2	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	73								
9	8	22	25	0.5	2	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	74								
9	8	45/2	51/2	0.5	2	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	75								
9	8	23	26	0.5	2	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	76								
9	8	47/2	53/2	0.5	2	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	77								
10	9	24	27	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	78								
10	9	25	28	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	79								
10	9	51/2	57/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	80								
10	9	26	29	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	81								
10	9	53/2	59/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	82								
10	9	24	27	3.0		0	0	Chord	3/4	1	2	3/4		1/2	3/2	83								
10	9	24	27	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	84								
10	9	49/2	55/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	85								
10	9	25	28	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	86								
10	9	51/2	57/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	87								
10	9	26	29	0.5		1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	88								
10	9	53/2	59/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	89								
11	10	27	30	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	90								
11	10	28	31	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	91								
11	10	55/2	61/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	92								
11	10	28	31	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	93								
11	10	57/2	63/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	94								
11	10	29	32	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	95								
11	10	59/2	65/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	96								
11	10	27	30	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	97								
12	11	30	33	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	98								
12	11	31	34	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	99								
12	11	63/2	69/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	100								
12	11	32	35	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	101								
12	11	65/2	71/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	102								
12	11	30	33	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	103								
12	11	61/2	67/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	104								
12	11	31	34	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	105								
12	11	63/2	69/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	106								
12	11	32	35	0.5		1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	107								
12	11	65/2	71/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	108								
13	12	33	36	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	109								
13	12	34	37	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	110								
13	12	35	38	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	111								
13	12	33	36	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	112								
13	12	67/2	73/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	113								
13	12	34	37	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	114								
13	12	69/2	75/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	115								
13	12	35	38	0.5		1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	116								
13	12	71/2	77/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	117								
14	13	36	39	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	118								
14	13	37	40	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	119								
14	13	75/2	81/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	120								
14	13	38	41	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	121								
14	13	77/2	83/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	122								
14	13	73/2	79/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	123								
14	13	37	40	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	124								
14	13	38	41	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	125								
14	13	36	39	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	126								
15	14	39	42	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	127								
15	14	40	43	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	128	ornamentShortTrill							
15	14	39	42	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	129								
15	14	79/2	85/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	130								
15	14	40	43	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	131								
15	14	81/2	87/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	132								
15	14	41	44	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	133								
15	14	83/2	89/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	134								
15	14	39	42	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	135								
16	15	42	45	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	136								
16	15	43	46	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	137								
16	15	87/2	93/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	138								
16	15	44	47	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	139								
16	15	89/2	95/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	140								
16	15	85/2	91/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	141								
16	15	43	46	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	142								0
16	15	44	47	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	143								
16	15	42	45	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	144								
17	16	45	48	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	145								
17	16	46	49	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	146								
17	16	45	48	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	147								1
17	16	91/2	97/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	148								
17	16	46	49	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	149								
17	16	93/2	99/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	150								
17	16	47	50	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	151								
17	16	95/2	101/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	152								
17	16	45	48	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	153								
18	17	48	51	0.5		0	0	Chord	3/4	1	2	1/8		1/8	1	154								
18	17	97/2	103/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	155								
18	17	49	52	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	156								
18	17	99/2	105/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	157								
18	17	50	53	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	158								
18	17	101/2	107/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	159								
18	17	48	51	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	160								
18	17	97/2	103/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	161								
18	17	49	52	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	162								
18	17	99/2	105/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	163								
18	17	50	53	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	164								
18	17	101/2	107/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	165								
19	18	51	54	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	166								
19	18	52	55	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	167								
19	18	105/2	111/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	168								
19	18	53	56	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	169								
19	18	107/2	113/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	170								
19	18	51	54	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	171								
19	18	103/2	109/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	172								
19	18	52	55	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	173								
19	18	105/2	111/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	174								
19	18	53	56	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	175								
19	18	107/2	113/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	176								
20	19	54	57	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	177								
20	19	55	58	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	178								
20	19	56	59	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	179								
20	19	55	58	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	180								
20	19	56	59	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	181								
20	19	54	57	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	182								
20	19	109/2	115/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	183								
20	19	55	58	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	184								
20	19	111/2	117/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	185								
20	19	56	59	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	186								
20	19	113/2	119/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	187								
21	20	57	60	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	188								
21	20	57	60	3.0		0	0	Chord	3/4	1	2	3/4		1/2	3/2	189								
21	20	57	60	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	190								
21	20	115/2	121/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	191								
21	20	58	61	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	192								
21	20	117/2	123/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	193								
21	20	59	62	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	194								
21	20	119/2	125/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	195								
22	21	60	63	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	196								
22	21	61	64	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	197	ornamentShortTrill							
22	21	62	65	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	198								
22	21	60	63	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	199								
22	21	121/2	127/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	200								
22	21	61	64	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	201								
22	21	123/2	129/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	202								
22	21	62	65	0.5		1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	203								
22	21	125/2	131/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	204								
23	22	63	66	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	205								
23	22	64	67	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	206								
23	22	63	66	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	207								
23	22	127/2	133/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	208								
23	22	64	67	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	209								
23	22	129/2	135/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	210								
23	22	65	68	0.5		1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	211								
23	22	131/2	137/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	212								
24	23	66	69	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	213								
24	23	67	70	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	214								
24	23	135/2	141/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	215								
24	23	68	71	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	216								
24	23	137/2	143/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	217								
24	23	133/2	139/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	218								
24	23	67	70	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	219								
24	23	68	71	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	220								
24	23	66	69	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	221								
24	23	67	70	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	222								
24	23	68	71	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	223								
25	24	69	72	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	224								
25	24	70	73	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	225								
25	24	141/2	147/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	226								
25	24	71	74	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	227								
25	24	143/2	149/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	228								
25	24	69	72	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	229								
25	24	139/2	145/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	230								
25	24	70	73	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	231								
25	24	141/2	147/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	232								
25	24	71	74	0.5		1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	233								
25	24	143/2	149/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	234								
26	25	72	75	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	235								
26	25	73	76	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	236								
26	25	74	77	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	237								
26	25	72	75	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	238								
26	25	145/2	151/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	239								
26	25	73	76	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	240								
26	25	147/2	153/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	241								
26	25	74	77	0.5		1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	242								
26	25	149/2	155/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	243								
27	26	75	78	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	244	ornamentShortTrill							
27	26	76	79	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	245								
27	26	75	78	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	246								
27	26	151/2	157/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	247								
27	26	76	79	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	248								
27	26	153/2	159/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	249								
27	26	77	80	0.5		1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	250								
27	26	155/2	161/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	251								
28	27	78	81	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	252								
28	27	79	82	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	253								
28	27	159/2	165/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	254								
28	27	80	83	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	255								
28	27	161/2	167/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	256								
28	27	78	81	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	257								
28	27	157/2	163/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	258								
28	27	79	82	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	259								
28	27	159/2	165/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	260								
28	27	80	83	0.5		1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	261								
28	27	161/2	167/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	262								
29	28	81	84	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	263								
29	28	82	85	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	264								
29	28	165/2	171/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	265								
29	28	83	86	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	266								
29	28	167/2	173/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	267								
29	28	81	84	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	268								
29	28	82	85	2.0		1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	269								
30	29	85	88	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	270								
30	29	86	89	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	271								
30	29	84	87	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	272								
30	29	169/2	175/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	273								
30	29	85	88	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	274								
30	29	171/2	177/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	275								
30	29	86	89	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	276								
30	29	173/2	179/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	277								
30	29	84	87	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	278								
31	30	87	90	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	279								
31	30	88	91	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	280								
31	30	177/2	183/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	281								
31	30	89	92	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	282								
31	30	87	90	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	283								
31	30	175/2	181/2	0.5		1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	284								
31	30	88	91	0.5		1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	285								
31	30	177/2	183/2	0.5		3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	286								
31	30	89	92	0.5		1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	287								
31	30	179/2	185/2	0.5		5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	288								
32	31	91	94	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	289								
32	31	185/2	191/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	290								
32	31	90	93	0.5		0	0	Chord	3/4	1	2	1/8		1/8	1	291								
32	31	181/2	187/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	292								
32	31	91	94	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	293								
32	31	92	95	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	294								
32	31	90	93	0.5		0	0	Chord	3/4	2	2	1/8		1/8	1	295								
