mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
4	3	12	12	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	77						
4	3	33/4	33/4	0.25	0	0	Chord	4/4	2	2	1/16	1/16	1	78						
4	3	17/2	17/2	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	79						
4	3	35/4	35/4	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	80						
5	4	49/4	49/4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	81						
5	4	53/4	53/4	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	82						
5	4	14	14	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	83						
5	4	57/4	57/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	84						
5	4	29/2	29/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	85						
5	4	59/4	59/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	86						
5	4	15	15	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	87						
5	4	61/4	61/4	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	88						
5	4	49/4	49/4	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	89						
5	4	49/4	49/4	1.0	0	0	Chord	4/4	1	3	1/4	1/4	1	90						
5	4	55/4	55/4	0.5	3/8	3/8	Chord	4/4	1	3	1/8	1/8	1	91						
5	4	57/4	57/4	1.0	1/2	1/2	Chord	4/4	1	3	1/4	1/4	1	92						
5	4	61/4	61/4	0.25	3/4	3/4	Chord	4/4	1	3	1/16	1/16	1	93						
5	4	31/2	31/2	0.25	13/16	13/16	Chord	4/4	1	3	1/16	1/16	1	94						
5	4	63/4	63/4	0.5	7/8	7/8	Chord	4/4	1	3	1/8	1/8	1	95						
5	4	49/4	49/4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	96						
5	4	27/2	27/2	0.75	5/16	5/16	Chord	4/4	2	1	3/16	1/8	3/2	97						
5	4	57/4	57/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	98						
5	4	61/4	61/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	99						
5	4	63/4	63/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	100						
5	4	16	16	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	101						
5	4	49/4	49/4	0.25	0	0	Chord	4/4	2	2	1/16	1/16	1	102						
5	4	25/2	25/2	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	103						
5	4	51/4	51/4	0.25	1/8	1/8	Chord	4/4	2	2	1/16	1/16	1	104						
5	4	13	13	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	105						
5	4	53/4	53/4	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	106						
5	4	57/4	57/4	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	107						
5	4	25/2	25/2	0.75	1/16	1/16	Chord	4/4	2	3	3/16	1/8	3/2	108						
5	4	51/4	51/4	0.5	1/8	1/8	Chord	4/4	2	4	1/8	1/8	1	109						
6	5	65/4	65/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	110						
6	5	33/2	33/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	111						
6	5	67/4	67/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	112						
6	5	17	17	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	113						
6	5	69/4	69/4	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	114						
6	5	73/4	73/4	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	115						
6	5	19	19	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	116						
6	5	77/4	77/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	117						
6	5	39/2	39/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	118						
6	5	79/4	79/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	119	ornamentShortTrill					
6	5	20	20	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	120						
6	5	161/8	161/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	121						
6	5	65/4	65/4	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	122						
6	5	69/4	69/4	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	123	ornamentMordent					
6	5	73/4	73/4	0.75	1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	124						
6	5	77/4	77/4	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	125						
6	5	75/4	75/4	0.5	5/8	5/8	Chord	4/4	1	4	1/8	1/8	1	126						
6	5	65/4	65/4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	127						
6	5	69/4	69/4	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	128						
6	5	73/4	73/4	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	129						
6	5	39/2	39/2	0.5	13/16	13/16	Chord	4/4	2	1	1/8	1/8	1	130						
6	5	20	20	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	131						
6	5	65/4	65/4	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	132						
6	5	69/4	69/4	0.25	1/4	1/4	Chord	4/4	2	2	1/16	1/16	1	133						
6	5	35/2	35/2	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	134						
6	5	71/4	71/4	0.25	3/8	3/8	Chord	4/4	2	2	1/16	1/16	1	135						
6	5	18	18	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	136						
6	5	73/4	73/4	0.25	1/2	1/2	Chord	4/4	2	2	1/16	1/16	1	137						
6	5	37/2	37/2	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	138						
6	5	75/4	75/4	0.25	5/8	5/8	Chord	4/4	2	2	1/16	1/16	1	139						
6	5	19	19	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	140						
6	5	77/4	77/4	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	141						
6	5	79/4	79/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	142						
6	5	73/4	73/4	1.0	1/2	1/2	Chord	4/4	2	3	1/4	1/4	1	143						
6	5	37/2	37/2	0.75	9/16	9/16	Chord	4/4	2	4	3/16	1/8	3/2	144						
7	6	81/4	81/4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	145						
7	6	89/4	89/4	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	146						
7	6	23	23	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	147						
7	6	93/4	93/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	148						
7	6	47/2	47/2	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	149						
7	6	189/8	189/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	150						
7	6	95/4	95/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	151						
7	6	24	24	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	152						
7	6	193/8	193/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	153						
7	6	81/4	81/4	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	154						
7	6	89/4	89/4	0.75	1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	155						
7	6	93/4	93/4	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	156						
7	6	41/2	41/2	0.25	1/16	1/16	Chord	4/4	1	3	1/16	1/16	1	157						
7	6	83/4	83/4	0.25	1/8	1/8	Chord	4/4	1	3	1/16	1/16	1	158						
7	6	21	21	0.25	3/16	3/16	Chord	4/4	1	3	1/16	1/16	1	159						
7	6	85/4	85/4	1.0	1/4	1/4	Chord	4/4	1	3	1/4	1/4	1	160						
7	6	89/4	89/4	0.75	1/2	1/2	Chord	4/4	1	3	3/16	1/8	3/2	161						
7	6	21	21	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	162						
7	6	85/4	85/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	163						
7	6	43/2	43/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	164						
7	6	87/4	87/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	165						
7	6	22	22	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	166						
7	6	89/4	89/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	167						
7	6	47/2	47/2	0.5	13/16	13/16	Chord	4/4	2	1	1/8	1/8	1	168						
7	6	24	24	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	169						
7	6	81/4	81/4	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	170						
7	6	89/4	89/4	0.25	1/2	1/2	Chord	4/4	2	2	1/16	1/16	1	171						
7	6	45/2	45/2	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	172						
7	6	91/4	91/4	0.25	5/8	5/8	Chord	4/4	2	2	1/16	1/16	1	173						
7	6	23	23	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	174						
7	6	93/4	93/4	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	175						
7	6	95/4	95/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	176						
7	6	45/2	45/2	0.75	9/16	9/16	Chord	4/4	2	3	3/16	1/8	3/2	177						
7	6	91/4	91/4	0.5	5/8	5/8	Chord	4/4	2	4	1/8	1/8	1	178						
8	7	97/4	97/4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	179						
8	7	101/4	101/4	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	180						
8	7	26	26	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	181						
8	7	105/4	105/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	182						
8	7	53/2	53/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	183						
8	7	107/4	107/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	184						
8	7	27	27	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	185						
8	7	109/4	109/4	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	186	ornamentShortTrill					
8	7	28	28	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	187						
8	7	225/8	225/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32	1/32	1	188						
8	7	97/4	97/4	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	189						
8	7	105/4	105/4	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	190						
8	7	49/2	49/2	0.25	1/16	1/16	Chord	4/4	1	3	1/16	1/16	1	191						
8	7	99/4	99/4	0.25	1/8	1/8	Chord	4/4	1	3	1/16	1/16	1	192						
8	7	25	25	0.25	3/16	3/16	Chord	4/4	1	3	1/16	1/16	1	193						
8	7	101/4	101/4	0.75	1/4	1/4	Chord	4/4	1	3	3/16	1/8	3/2	194						
8	7	25	25	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	195						
8	7	101/4	101/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	196						
8	7	51/2	51/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	197						
8	7	103/4	103/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	198						
8	7	26	26	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	199						
8	7	105/4	105/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	200						
8	7	55/2	55/2	0.75	13/16	13/16	Chord	4/4	2	1	3/16	1/8	3/2	201						
8	7	97/4	97/4	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	202						
8	7	105/4	105/4	0.25	1/2	1/2	Chord	4/4	2	2	1/16	1/16	1	203						
8	7	53/2	53/2	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	204						
8	7	107/4	107/4	0.25	5/8	5/8	Chord	4/4	2	2	1/16	1/16	1	205						
8	7	27	27	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	206						
8	7	109/4	109/4	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	207						
8	7	111/4	111/4	0.25	7/8	7/8	Chord	4/4	2	2	1/16	1/16	1	208						
8	7	28	28	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	209						
8	7	53/2	53/2	0.75	9/16	9/16	Chord	4/4	2	3	3/16	1/8	3/2	210						
8	7	107/4	107/4	0.5	5/8	5/8	Chord	4/4	2	4	1/8	1/8	1	211						
9	8	113/4	113/4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	212						
9	8	121/4	121/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	213						
9	8	61/2	61/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	214						
9	8	123/4	123/4	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	215						
9	8	63/2	63/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	216						
9	8	127/4	127/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	217						
9	8	32	32	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	218						
9	8	113/4	113/4	0.25	0	0	Chord	4/4	1	2	1/16	1/16	1	219						
9	8	57/2	57/2	0.25	1/16	1/16	Chord	4/4	1	2	1/16	1/16	1	220						
9	8	115/4	115/4	0.25	1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	221						
9	8	29	29	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	222						
9	8	117/4	117/4	0.25	1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	223						
9	8	59/2	59/2	0.25	5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	224						
9	8	119/4	119/4	0.25	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	225						
9	8	30	30	0.25	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	226						
9	8	121/4	121/4	0.75	1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	227						
9	8	31	31	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	228						
9	8	125/4	125/4	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	229						
9	8	63/2	63/2	0.75	13/16	13/16	Chord	4/4	1	3	3/16	1/8	3/2	230						
9	8	113/4	113/4	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	231						
9	8	119/4	119/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	232						
9	8	121/4	121/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	233						
9	8	125/4	125/4	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	234						
9	8	113/4	113/4	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	235						
9	8	121/4	121/4	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	236						
9	8	123/4	123/4	0.25	5/8	5/8	Chord	4/4	2	2	1/16	1/16	1	237						
9	8	31	31	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	238						
9	8	125/4	125/4	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	239						
9	8	127/4	127/4	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	240						
9	8	29	29	0.25	3/16	3/16	Chord	4/4	2	3	1/16	1/16	1	241						
9	8	117/4	117/4	1.0	1/4	1/4	Chord	4/4	2	3	1/4	1/4	1	242						
10	9	129/4	129/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	243						
10	9	65/2	65/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	244						
10	9	131/4	131/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	245						
10	9	33	33	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	246						
10	9	133/4	133/4	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	247						
10	9	34	34	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	248						
10	9	137/4	137/4	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	249						
10	9	141/4	141/4	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	250						
10	9	36	36	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	251						
10	9	129/4	129/4	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	252						
10	9	137/4	137/4	0.25	1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	253						
10	9	69/2	69/2	0.25	9/16	9/16	Chord	4/4	1	2	1/16	1/16	1	254						
10	9	139/4	139/4	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	255						
10	9	35	35	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	256						
10	9	141/4	141/4	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	257						
10	9	133/4	133/4	0.25	1/4	1/4	Chord	4/4	1	3	1/16	1/16	1	258						
10	9	67/2	67/2	0.25	5/16	5/16	Chord	4/4	1	3	1/16	1/16	1	259						
10	9	135/4	135/4	0.25	3/8	3/8	Chord	4/4	1	3	1/16	1/16	1	260						
10	9	34	34	0.25	7/16	7/16	Chord	4/4	1	3	1/16	1/16	1	261						
10	9	69/2	69/2	0.75	9/16	9/16	Chord	4/4	1	3	3/16	1/8	3/2	262						
10	9	141/4	141/4	1.0	3/4	3/4	Chord	4/4	1	3	1/4	1/4	1	263						
10	9	139/4	139/4	0.5	5/8	5/8	Chord	4/4	1	4	1/8	1/8	1	264						
10	9	141/4	141/4	1.0	3/4	3/4	Chord	4/4	1	4	1/4	1/4	1	265						
10	9	129/4	129/4	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	266						
10	9	65/2	65/2	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	267						
10	9	131/4	131/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	268						
10	9	33	33	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	269						
10	9	135/4	135/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	270						
10	9	137/4	137/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	271						
10	9	141/4	141/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	272						
10	9	71/2	71/2	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	273						
10	9	143/4	143/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	274						
10	9	36	36	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	275						
10	9	129/4	129/4	1.5	0	0	Chord	4/4	2	2	3/8	1/4	3/2	276						
11	10	145/4	145/4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	277						
11	10	153/4	153/4	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	278						
11	10	157/4	157/4	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	279	ornamentMordent					
11	10	40	40	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	280						
11	10	145/4	145/4	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	281						
11	10	153/4	153/4	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	282						
11	10	79/2	79/2	0.25	13/16	13/16	Chord	4/4	1	2	1/16	1/16	1	283						
11	10	159/4	159/4	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	284						
