mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	15/2	15/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	26								
3	3	8	8	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	27								8
3	3	17/2	17/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	28								
4	4	9	9	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	29								
4	4	10	10	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	30								
4	4	11	11	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	31								
4	4	9	9	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	32								9
4	4	19/2	19/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	33								
4	4	10	10	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	34								10
4	4	21/2	21/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	35								
4	4	11	11	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	36								11
4	4	23/2	23/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	37								
5	5	12	12	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	38								12
5	5	25/2	25/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	39								
5	5	13	13	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	40								13
5	5	27/2	27/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	41								
5	5	14	14	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	42								14
5	5	29/2	29/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	43								
5	5	12	12	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	44								
5	5	25/2	25/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	45								
5	5	13	13	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	46								
5	5	14	14	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	47								
6	6	15	15	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	48								15
6	6	31/2	31/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	49								
6	6	16	16	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	50								16
6	6	33/2	33/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	51								
6	6	17	17	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	52								17
6	6	35/2	35/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	53								
6	6	15	15	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	54								
6	6	31/2	31/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	55								
6	6	16	16	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	56								
6	6	17	17	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	57								
7	7	18	18	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	58								
7	7	37/2	37/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	59								
7	7	19	19	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	60								
7	7	39/2	39/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	61								
7	7	20	20	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	62								
7	7	41/2	41/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	63								
7	7	18	18	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	64								
7	7	19	19	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	65								
7	7	20	20	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	66								
8	8		21	1.0	1	0	0	Chord	3/4	1	1	1/4	1/4	1	67								
8	8		22	2.0	1	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	68								
8	8		21	0.5	1	0	0	Chord	3/4	2	1	1/8	1/8	1	69								
8	8		43/2	0.5	1	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	70								
8	8		22	0.5	1	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	71								
8	8		45/2	0.5	1	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	72								
8	8		23	0.5	1	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	73								
8	8		47/2	0.5	1	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	74								
9	8	21	24	1.0	2	0	0	Chord	3/4	1	1	1/4	1/4	1	75								
9	8	22	25	2.0	2	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	76								
9	8	21	24	0.5	2	0	0	Chord	3/4	2	1	1/8	1/8	1	77								
9	8	43/2	49/2	0.5	2	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	78								
9	8	22	25	2.0	2	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	79								
10	9	24	27	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	80								18
10	9	49/2	55/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	81								18
10	9	99/4	111/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	82								
10	9	25	28	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	83								19
10	9	51/2	57/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	84								
10	9	26	29	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	85								20
10	9	53/2	59/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	86								
10	9	24	27	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	87								
10	9	49/2	55/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	88								
10	9	25	28	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	89								
10	9	26	29	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	90								
11	10	27	30	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	91								
11	10	55/2	61/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	92								
11	10	28	31	2.0		1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	93								
11	10	27	30	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	94								
11	10	55/2	61/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	95								
11	10	28	31	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	96								
11	10	57/2	63/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	97								
11	10	29	32	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	98								
11	10	59/2	65/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	99								
12	11	30	33	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	100								21
12	11	61/2	67/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	101								21
12	11	123/4	135/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	102								
12	11	31	34	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	103								22
12	11	63/2	69/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	104								
12	11	32	35	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	105								23
12	11	65/2	71/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	106								
12	11	30	33	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	107								
12	11	61/2	67/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	108								
12	11	31	34	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	109								
12	11	32	35	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	110								
13	12	33	36	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	111								
13	12	67/2	73/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	112								
13	12	34	37	2.0		1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	113								
13	12	33	36	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	114								
13	12	67/2	73/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	115								
13	12	34	37	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	116								
13	12	69/2	75/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	117								
13	12	35	38	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	118								
13	12	71/2	77/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	119								
14	13	36	39	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	120								24
14	13	73/2	79/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	121								
14	13	37	40	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	122								25
14	13	75/2	81/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	123								
14	13	38	41	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	124								26
14	13	77/2	83/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	125								
14	13	36	39	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	126								
14	13	37	40	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	127								
14	13	38	41	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	128								
15	14	39	42	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	129								27
15	14	79/2	85/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	130								
15	14	40	43	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	131								28
15	14	81/2	87/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	132								
15	14	41	44	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	133								29
15	14	83/2	89/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	134								
15	14	39	42	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	135								
15	14	40	43	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	136								
15	14	41	44	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	137								
16	15	42	45	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	138								
16	15	85/2	91/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	139								
16	15	43	46	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	140								
16	15	44	47	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	141	ornamentTrill							
16	15	42	45	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	142								
16	15	85/2	91/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	143								
16	15	43	46	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	144								
16	15	87/2	93/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	145								
16	15	44	47	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	146								
16	15	89/2	95/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	147								
17	16		48	3.0	1	0	0	Chord	3/4	1	1	3/4	1/2	3/2	148								
17	16		48	0.5	1	0	0	Chord	3/4	2	1	1/8	1/8	1	149								
17	16		97/2	0.5	1	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	150								
17	16		49	0.5	1	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	151								
17	16		99/2	0.5	1	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	152								
17	16		50	0.5	1	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	153								
17	16		101/2	0.5	1	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	154								
18	16	45	51	3.0	2	0	0	Chord	3/4	1	1	3/4	1/2	3/2	155								
18	16	45	51	3.0	2	0	0	Chord	3/4	2	1	3/4	1/2	3/2	156								
