mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
6	6	15	1.0	0	0	3/4	2	1		V.viio		Eb	V		viio	vii	o						o	0	0	5, 2, -1		5	5
6	6	16	1.0	1/4	1/4	3/4	2	1		V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	17	1.0	1/2	1/2	3/4	2	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
7	7	18	1.0	0	0	3/4	2	1		ii65		Eb	V		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
7	7	19	1.0	1/4	1/4	3/4	2	1		V(64)		Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	20	1.0	1/2	1/2	3/4	2	1		V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8			0	0	3/4	2	1	1	I|PAC}		Eb	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
8	8			1/4	1/4	3/4	2	1	1	V7/IV		Eb	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
9	8	21	4.0	0	0	3/4	2	1	2	I|PAC}		Eb	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
10	9	24	0.0	0	0	3/4	2	1		{		Eb	V									{		0	0				
10	9	25	1.0	1/4	1/4	3/4	2	1		I.viio		Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
10	9	26	1.0	1/2	1/2	3/4	2	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
11	10	27	1.0	0	0	3/4	2	1		viio		Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
11	10	28	1.0	1/4	1/4	3/4	2	1		V7(2)		Eb	I		V7(2)	V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
11	10	29	1.0	1/2	1/2	3/4	2	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	11	30	1.0	0	0	3/4	2	1		I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	11	31	1.0	1/4	1/4	3/4	2	1		iv6/ii		Eb	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
12	11	32	1.0	1/2	1/2	3/4	2	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
13	12	33	3.0	0	0	3/4	2	1		#viio7/ii		Eb	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
14	13	36	1.0	0	0	3/4	2	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
14	13	37	1.0	1/4	1/4	3/4	2	1		viio6		Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
14	13	38	1.0	1/2	1/2	3/4	2	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
15	14	39	1.0	0	0	3/4	2	1		viio		Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
15	14	40	1.0	1/4	1/4	3/4	2	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	14	41	1.0	1/2	1/2	3/4	2	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
16	15	42	1.0	0	0	3/4	2	1		vi64		Eb	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
16	15	43	1.0	1/4	1/4	3/4	2	1		I6(11)		Eb	I		I6(11)	I		6	11				M	0	0	4, 1, 0	-1	0	4
16	15	44	0.5	1/2	1/2	3/4	2	1		ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	15	89/2	0.5	5/8	5/8	3/4	2	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
17	16			0	0	3/4	2	1	1	I|PAC}		Eb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
18	16	45	3.0	0	0	3/4	2	1	2	I|PAC}		Eb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
