mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	11/8	6/4	2	1	F.I[I{						F	I	I	I	I						{	M	0	0	-1, 3, 0		-1.0	-1.0	1	5	0.16666666666666666	0.125	2.375	0.05
2	1	1/2	1/2	6/4	2	1	IV						F	I	I	IV	IV							M	0	0	-2, 2, -1		-2.0	-2.0	2	4	0.3333333333333333	0.5	1.0	0.3333333333333333
2	1	5/4	5/4	6/4	2	1	V65					viio	F	I	I	V65	V		65					Mm7	0	0	4, 1, -2, 0		0.0	4.0	1	3	0.25	0.0625	0.4375	0.125
3	2	0	0	6/4	2	1	I]						F	I	I	I	I							M	0	0	-1, 3, 0		-1.0	-1.0	2	4	0.3333333333333333	0.25	0.75	0.25
3	2	1/2	1/2	6/4	2	1	vi						F	I		vi	vi							m	0	0	2, -1, 3		2.0	2.0	1	5	0.16666666666666666	0.125	0.875	0.125
3	2	1	1	6/4	2	1	V7						F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0.0	0.0	1	2	0.3333333333333333	0.125	0.375	0.25
3	2	5/4	5/4	6/4	2	1	V2						F	I		V2	V		2					Mm7	0	0	-2, 0, 4, 1		0.0	-2.0	2	3	0.4	0.1875	0.3125	0.375
4	3	0	0	6/4	2	1	I6						F	I		I6	I		6					M	0	0	3, 0, -1		-1.0	3.0	1	5	0.16666666666666666	0.125	0.875	0.125
4	3	1/2	1/2	6/4	2	1	IV						F	I		IV	IV							M	0	0	-2, 2, -1		-2.0	-2.0	2	4	0.3333333333333333	0.25	0.75	0.25
4	3	1	1	6/4	2	1	V6(2)/V						F	I		V6(2)/V	V		6	2	V			M	0	0	5, 2, 3		1.0	5.0	1	2	0.3333333333333333	0.125	0.375	0.25
4	3	5/4	5/4	6/4	2	1	V7/V						F	I		V7/V	V		7		V			Mm7	0	0	1, 5, 2, -1		1.0	1.0	1	3	0.25	0.125	0.375	0.25
5	4	0	0	6/4	2	1	V						F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	3	3	0.5	0.375	0.625	0.375
5	4	1/2	1/2	6/4	2	1	V6						F	I		V6	V		6					M	0	0	4, 1, 0		0.0	4.0	0	3	0.0	0.0	0.5	0.0
5	4	3/4	3/4	6/4	2	1	I						F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	2	2	0.5	0.25	0.25	0.5
5	4	1	1	6/4	2	1	V6/vi						F	I		V6/vi	V		6		vi			M	0	0	7, 4, 3		3.0	7.0	2	4	0.3333333333333333	0.25	0.75	0.25
6	5	0	0	6/4	2	1	vi						F	I		vi	vi							m	0	0	2, -1, 3		2.0	2.0	2	3	0.4	0.25	0.75	0.25
6	5	1/2	1/2	6/4	2	1	vi6						F	I		vi6	vi		6					m	0	0	-1, 3, 2		2.0	-1.0	1	2	0.3333333333333333	0.125	0.375	0.25
6	5	3/4	3/4	6/4	2	1	V6						F	I		V6	V		6					M	0	0	4, 1, 0		0.0	4.0	2	2	0.5	0.25	0.25	0.5
6	5	1	1	6/4	2	1	V.V65/V	0	4.36995		/		F	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2.0	6.0	1	2	0.3333333333333333	0.125	0.5	0.2
6	5	5/4	5/4	6/4	2	1	V7/V	0.123933	3.42316	0.376067	/		F	V		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2.0	2.0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
7	6	0	0	6/4	2	1	V						F	V		V	V							M	0	0	1, 5, 2		1.0	1.0	3	3	0.5	0.375	0.625	0.375
7	6	1/2	1/2	6/4	2	1	I6						F	V		I6	I		6					M	0	0	4, 1, 0		0.0	4.0	3	7	0.3	0.375	1.125	0.25
7	6	5/4	5/4	6/4	2	1	I						F	V		I	I							M	0	0	0, 4, 1		0.0	0.0	1	2	0.3333333333333333	0.125	0.375	0.25
8	7	0	0	6/4	2	1	IV						F	V		IV	IV							M	0	0	-1, 3, 0		-1.0	-1.0	3	3	0.5	0.375	0.625	0.375
8	7	1/2	1/2	6/4	2	1	V65						F	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1.0	5.0	0	3	0.0	0.0	0.625	0.0
8	7	3/4	3/4	6/4	2	1	I						F	V		I	I							M	0	0	0, 4, 1		0.0	0.0	0	2	0.0	0.0	0.375	0.0
8	7	1	1	6/4	2	1	V						F	V		V	V							M	0	0	1, 5, 2		1.0	1.0	1	3	0.25	0.125	0.875	0.125
9	8	0	0	6/4	2	1	I|PAC}						F	V		I	I					PAC	}	M	0	0	0, 4, 1		0.0	0.0	0	15	0.0	0.0	5.25	0.0
10	9	0	0	6/4	2	1	I						F	V		I	I							M	0	0	0, 4, 1		0.0	0.0	1	3	0.25	0.25	2.0	0.1111111111111111
10	9	1/2	1/2	6/4	2	1	I.V7						F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0.0	0.0	3	6	0.3333333333333333	0.5	1.5	0.25
11	10	0	0	6/4	2	1	I						F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	2	5	0.2857142857142857	0.25	3.375	0.06896551724137931
11	10	1/2	1/2	6/4	2	1	V7/IV						F	I		V7/IV	V		7		IV			Mm7	0	0	-1, 3, 0, -3		-1.0	-1.0	5	8	0.38461538461538464	0.625	1.375	0.3125
12	11	0	0	6/4	2	1	IV(4)						F	I		IV(4)	IV			4				M	0	0	-2, 4, -1		-2.0	-2.0	5	4	0.5555555555555556	0.625	0.625	0.5
12	11	1/2	1/2	6/4	2	1	IV						F	I		IV	IV							M	0	0	-2, 2, -1		-2.0	-2.0	0	4	0.0	0.0	1.125	0.0
12	11	3/4	3/4	6/4	2	1	ii.iv65						F	ii		iv65	iv		65					mm7	0	1	-3, 1, -2, 0		0.0	-3.0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
12	11	1	1	6/4	2	1	#viio(11)						F	ii		#viio(11)	#vii	o		11				o	0	1	6, 3, 0	-2	6.0	6.0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
13	12	0	0	6/4	2	1	V65						F	ii		V65	V		65					Mm7	0	1	6, 3, 0, 2		2.0	6.0	0	3	0.0	0.0	1.125	0.0
13	12	1/4	1/4	6/4	2	1	V7						F	ii		V7	V		7					Mm7	0	1	2, 6, 3, 0		2.0	2.0	0	2	0.0	0.0	0.375	0.0
13	12	1/2	1/2	6/4	2	1	i						F	ii		i	i							m	0	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	1.125	0.0
13	12	3/4	3/4	6/4	2	1	ii%65						F	ii		ii%65	ii	%	65					%7	0	1	0, -3, 1, 3		3.0	0.0	0	2	0.0	0.0	0.375	0.0
13	12	1	1	6/4	2	1	V						F	ii		V	V							M	0	1	2, 6, 3		2.0	2.0	1	4	0.2	0.125	1.375	0.08333333333333333
14	13	0	0	6/4	2	1	i|PAC}{						F	ii		i	i					PAC	}{	m	0	1	1, -2, 2		1.0	1.0	2	6	0.25	0.25	2.0	0.1111111111111111
14	13	3/4	3/4	6/4	2	1	i6	0.247866	5.35899		/		F	ii		i6	i		6					m	0	1	-2, 2, 1		1.0	-2.0	4	5	0.4444444444444444	0.5	1.0	0.3333333333333333
15	14	0	0	6/4	2	1	v	-0.495732	3.5		/		F	ii		v	v							m	0	1	2, -1, 3		2.0	2.0	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
15	14	3/4	3/4	6/4	2	1	I.V6						F	I		V6	V		6					M	0	0	4, 1, 0		0.0	4.0	2	2	0.5	0.25	0.25	0.5
15	14	1	1	6/4	2	1	I						F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	2	2	0.5	0.25	0.5	0.3333333333333333
15	14	11/8	11/8	6/4	2	1	IV6						F	I		IV6	IV		6					M	0	0	2, -1, -2		-2.0	2.0	0	2	0.0	0.0	0.25	0.0
16	15	0	0	6/4	2	1	I6						F	I		I6	I		6					M	0	0	3, 0, -1		-1.0	3.0	3	3	0.5	0.375	0.625	0.375
16	15	1/2	1/2	6/4	2	1	I						F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	2	5	0.2857142857142857	0.25	0.75	0.25
16	15	1	1	6/4	2	1	IV6						F	I		IV6	IV		6					M	0	0	2, -1, -2		-2.0	2.0	3	3	0.5	0.375	0.625	0.375
17	16	0	0	6/4	2	1	IV						F	I		IV	IV							M	0	0	-2, 2, -1		-2.0	-2.0	2	4	0.3333333333333333	0.25	0.75	0.25
17	16	1/2	1/2	6/4	2	1	ii						F	I		ii	ii							m	0	0	1, -2, 2		1.0	1.0	1	5	0.16666666666666666	0.125	0.875	0.125
17	16	1	1	6/4	2	1	viio						F	I		viio	vii	o						o	0	0	4, 1, -2		4.0	4.0	1	2	0.3333333333333333	0.125	0.375	0.25
17	16	5/4	5/4	6/4	2	1	I						F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	0	3	0.0	0.0	0.5	0.0
18	17	0	0	6/4	2	1	V						F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	2	4	0.3333333333333333	0.25	0.75	0.25
18	17	1/2	1/2	6/4	2	1	I						F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	5	8	0.38461538461538464	0.5625	1.4375	0.28125
19	18	0	0	6/4	2	1	ii6(2)						F	I		ii6(2)	ii		6	2				m	0	0	-2, 2, 3		1.0	-2.0	0	2	0.0	0.0	0.75	0.0
19	18	1/4	1/4	6/4	2	1	ii6						F	I		ii6	ii		6					m	0	0	-2, 2, 1		1.0	-2.0	3	3	0.5	0.375	0.375	0.5
19	18	3/4	3/4	6/4	2	1	IV6						F	I		IV6	IV		6					M	0	0	2, -1, -2		-2.0	2.0	1	2	0.3333333333333333	0.125	0.375	0.25
19	18	1	1	6/4	2	1	V2						F	I		V2	V		2					Mm7	0	0	-2, 0, 4, 1		0.0	-2.0	1	3	0.25	0.125	0.625	0.16666666666666666
19	18	11/8	11/8	6/4	2	1	I						F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	0	2	0.0	0.0	0.25	0.0
20	19	0	0	6/4	2	1	V65						F	I		V65	V		65					Mm7	0	0	4, 1, -2, 0		0.0	4.0	1	6	0.14285714285714285	0.125	1.625	0.07142857142857142
20	19	1/2	1/2	6/4	2	1	I						F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	0	2	0.0	0.0	0.625	0.0
20	19	3/4	3/4	6/4	2	1	ii65						F	I		ii65	ii		65					mm7	0	0	-2, 2, -1, 1		1.0	-2.0	0	3	0.0	0.0	0.625	0.0
20	19	1	1	6/4	2	1	V						F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	1	4	0.2	0.125	1.375	0.08333333333333333
21	20	0	0	6/4	2	1	I|PAC}						F	I		I	I					PAC	}	M	0	0	-1, 3, 0		-1.0	-1.0	0	14	0.0	0.0	5.125	0.0
