mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	15/16	4/4	2	1	c.V{	0	-8.3	/		c	i		V	V						{	M	1	1	1, 5, 2		1.0	1.0	0	1	0.0	0.0	0.0625	0.0
2	1	0	0	4/4	2	1	i	-0.165365	-8.3151	/		c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	3	5	0.375	0.125	0.5	0.2
2	1	1/4	1/4	4/4	2	1	V(64)	0	-8.3	/		c	i		V(64)	V			64				M	1	1	1, 0, -3		1.0	1.0	0	2	0.0	0.0	0.25	0.0
2	1	3/8	3/8	4/4	2	1	V7	0.330729	-8.3151	/		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	0.4375	0.0
2	1	1/2	1/2	4/4	2	1	VIM7	-0.165365	-8.24974	/		c	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4.0	-4.0	1	7	0.125	0.0625	0.6875	0.08333333333333333
2	1	3/4	3/4	4/4	2	1	i6	0	-8.4	/		c	i		i6	i		6					m	1	1	-3, 1, 0		0.0	-3.0	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
3	2	0	0	4/4	2	1	iv	0	-8.48047	/		c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	2	4	0.3333333333333333	0.0625	0.5625	0.1
3	2	1/8	1/8	4/4	2	1	ii%7	0	-8.64583	/		c	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2.0	2.0	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	2	1/4	1/4	4/4	2	1	V(974)	0	-8.8112	/		c	i		V(974)	V			974				M	1	1	1, 0, 2	-4, -1	1.0	1.0	0	5	0.0	0.0	0.375	0.0
3	2	3/8	3/8	4/4	2	1	V	0	-8.84583	/		c	i		V	V							M	1	1	1, 5, 2		1.0	1.0	0	4	0.0	0.0	0.375	0.0
3	2	1/2	1/2	4/4	2	1	i(94)	0	-8.48047	/		c	i		i(94)	i			94				m	1	1	0, -1, 1	2	0.0	0.0	1	4	0.2	0.03125	0.46875	0.0625
3	2	5/8	5/8	4/4	2	1	i	0	-8.4	/		c	i		i	i							m	1	1	0, -3, 1		0.0	0.0	1	6	0.14285714285714285	0.03125	0.59375	0.05
3	2	7/8	7/8	4/4	2	1	v6	-0.330729	-8.8112	/		c	i		v6	v		6					m	1	1	-2, 2, 1		1.0	-2.0	0	3	0.0	0.0	0.3125	0.0
4	3	0	0	4/4	2	1	iv6(^2)	0	-10.1341	/	VIM7	c	i		iv6(^2)	iv		6	^2				m	1	1	1, 0, -1		-1.0	1.0	3	2	0.6	0.1875	0.3125	0.375
4	3	1/8	1/8	4/4	2	1	i64	0	-10.1341	/		c	i		i64	i		64					m	1	1	1, 0, -3		0.0	1.0	0	3	0.0	0.0	0.25	0.0
4	3	1/4	1/4	4/4	2	1	iv6	0	-9.47266	/		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	4	0.0	0.0	0.4375	0.0
4	3	3/8	3/8	4/4	2	1	iv	0	-9.30729	/		c	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0	0	3	0.0	0.0	0.3125	0.0
4	3	1/2	1/2	4/4	2	1	VII(9)	0	-8.4	/	V(9)/III	c	i		VII(9)	VII			9				M	1	1	-2, 2, -1	0	-2.0	-2.0	1	3	0.25	0.03125	0.21875	0.125
4	3	5/8	5/8	4/4	2	1	VII	0	-8.3	/	V/III	c	i		VII	VII							M	1	1	-2, 2, -1		-2.0	-2.0	1	6	0.14285714285714285	0.03125	0.59375	0.05
4	3	7/8	7/8	4/4	2	1	iv6	0	-8.48047	/	V2/III	c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	3	0.0	0.0	0.3125	0.0
5	4	0	0	4/4	2	1	III6(^2)	0	-9.30729	/	v7	c	i		III6(^2)	III		6	^2				M	1	1	-1, -2, -3		-3.0	-1.0	3	2	0.6	0.1875	0.3125	0.375
5	4	1/8	1/8	4/4	2	1	VII64	0	-9.30729	/		c	i		VII64	VII		64					M	1	1	-1, -2, 2		-2.0	-1.0	0	3	0.0	0.0	0.25	0.0
